,url,date,rawContent,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,links,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card,viewCount,vibe
0,https://twitter.com/PAPSingapore/status/1439446654180999170,2021-09-19 04:30:00+00:00,"What action will you take for her?

#ActionForHer is our invitation to you to stand with our women in Singapore. Together we can empower women to live out their fullest potential and pursue what they want in life.   

Make a difference today at https://t.co/2Ywp24UUTM

#PAP4SG https://t.co/9t2Z9NUopb","What action will you take for her?

#ActionForHer is our invitation to you to stand with our women in Singapore. Together we can empower women to live out their fullest potential and pursue what they want in life.   

Make a difference today at actionforher.sg

#PAP4SG https://t.co/9t2Z9NUopb",1439446654180999170,https://twitter.com/PAPSingapore,430,19,113,6,1439446654180999170,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",https://studio.twitter.com,Twitter Media Studio,"[TextLink(text='actionforher.sg', url='http://www.actionforher.sg', tcourl='https://t.co/2Ywp24UUTM', indices=(245, 268))]","[Video(thumbnailUrl='https://pbs.twimg.com/media/E_nk22iVcAYePib.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/1439432543808360449/pl/NbfJA0Py6hOI78A0.m3u8?tag=14', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/1439432543808360449/vid/480x270/pRUT9x8fiHlbsTis.mp4?tag=14', contentType='video/mp4', bitrate=288000), VideoVariant(url='https://video.twimg.com/amplify_video/1439432543808360449/vid/640x360/UwWKJw1YSp4JGMoV.mp4?tag=14', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/1439432543808360449/vid/1280x720/-7S0zePsXEoHKjqm.mp4?tag=14', contentType='video/mp4', bitrate=2176000)], duration=62.0, views=7854, altText=None)]",,,,,,,,"['ActionForHer', 'PAP4SG']",,,,
1,https://twitter.com/PAPSingapore/status/1438434986294759427,2021-09-16 09:30:00+00:00,"Go-getter Mavis has no qualms in tailoring her career to match her passions, challenging stereotypes to be at the forefront and break new grounds. When it comes to making choices in life, she echoed MP Yeo Wan Ling’s perspective that there is no one-size-fits-all. 

#PAP4SG https://t.co/FXFiZxyfu4","Go-getter Mavis has no qualms in tailoring her career to match her passions, challenging stereotypes to be at the forefront and break new grounds. When it comes to making choices in life, she echoed MP Yeo Wan Ling’s perspective that there is no one-size-fits-all. 

#PAP4SG https://t.co/FXFiZxyfu4",1438434986294759427,https://twitter.com/PAPSingapore,10,11,35,1,1438434986294759427,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",https://studio.twitter.com,Twitter Media Studio,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/E_YNLC8VQAAYb0Y.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/1438348428468109319/vid/1280x720/f3xnpwJA4AGRYaBL.mp4?tag=14', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/1438348428468109319/pl/lnYPym-yNBOVbCI1.m3u8?tag=14', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/1438348428468109319/vid/640x360/zZWWzqpyvClnVINL.mp4?tag=14', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/1438348428468109319/vid/480x270/0C_hOhjE8IIian0-.mp4?tag=14', contentType='video/mp4', bitrate=288000)], duration=240.0, views=2050, altText=None)]",,,,,,,,['PAP4SG'],,,,
2,https://twitter.com/PAPSingapore/status/1438347303568375810,2021-09-16 03:41:35+00:00,"Ahead of the PAP Women’s Wing Annual Conference this Sat, I met @PAPSingapore women MPs. They told me about their proposals on Women’s Development in SG. I agree with the spirit of these proposals. Advancing women is an impt agenda item for the govt. – LHL https://t.co/RxuBqsGXVI https://t.co/f68LPaGgA4","Ahead of the PAP Women’s Wing Annual Conference this Sat, I met @PAPSingapore women MPs. They told me about their proposals on Women’s Development in SG. I agree with the spirit of these proposals. Advancing women is an impt agenda item for the govt. – LHL tiny.cc/c67juz https://t.co/f68LPaGgA4",1438347303568375810,https://twitter.com/PAPSingapore,11,15,100,0,1438347303568375810,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[TextLink(text='tiny.cc/c67juz', url='http://tiny.cc/c67juz', tcourl='https://t.co/RxuBqsGXVI', indices=(257, 280))]","[Photo(previewUrl='https://pbs.twimg.com/media/E_YIhZbVIAMWX9q?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E_YIhZbVIAMWX9q?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/E_YIhZbVIAIoV_5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E_YIhZbVIAIoV_5?format=jpg&name=orig', altText=None)]",,,,,"[User(username='PAPSingapore', id=59419156, displayname='PAP Singapore', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,,
3,https://twitter.com/PAPSingapore/status/1435582327124496390,2021-09-08 12:34:33+00:00,"We believe that women in Singapore must be empowered to live their fullest potential. Just as MP Poh Li San shared in her meeting with former competitor runner, Lossini Jeyapandiyen, we must not let other people put a limit to the goals our women in Singapore have.   

#PAP4SG https://t.co/LvokkgIJFO","We believe that women in Singapore must be empowered to live their fullest potential. Just as MP Poh Li San shared in her meeting with former competitor runner, Lossini Jeyapandiyen, we must not let other people put a limit to the goals our women in Singapore have.   

#PAP4SG https://t.co/LvokkgIJFO",1435582327124496390,https://twitter.com/PAPSingapore,16,3,32,2,1435582327124496390,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",https://studio.twitter.com,Twitter Media Studio,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/E-w2LEuVcAQkp0V.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/1435577208622370817/pl/eEk5UfI0o_2fUL2o.m3u8?tag=14', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/1435577208622370817/vid/640x360/wh4J_E0PYu_Qsh2-.mp4?tag=14', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/1435577208622370817/vid/1280x720/3UaTXsZ7KA7Jf_oS.mp4?tag=14', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/1435577208622370817/vid/480x270/w2CTkhzXll6eC50G.mp4?tag=14', contentType='video/mp4', bitrate=288000)], duration=157.88, views=1806, altText=None)]",,,,,,,,['PAP4SG'],,,,
4,https://twitter.com/PAPSingapore/status/1366351477778706436,2021-03-01 11:35:52+00:00,"Our MPs submitted &gt;400 cuts to scrutinise the proposed expenditure for #SGBudget2021. 

Over the next few days, they will be raising concerns and proposals on diverse topics to ensure that Singapore remains a sustainable city with opportunities for all. 

https://t.co/7ykMedIigW","Our MPs submitted &gt;400 cuts to scrutinise the proposed expenditure for #SGBudget2021. 

Over the next few days, they will be raising concerns and proposals on diverse topics to ensure that Singapore remains a sustainable city with opportunities for all. 

pap.org.sg/news/pap-mps-a…",1366351477778706436,https://twitter.com/PAPSingapore,114,4,24,0,1366351477778706436,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[TextLink(text='pap.org.sg/news/pap-mps-a…', url='https://www.pap.org.sg/news/pap-mps-addressed-concerns-of-singaporeans-during-budget-debate/', tcourl='https://t.co/7ykMedIigW', indices=(259, 282))]",,,,,,,,,['SGBudget2021'],,"SummaryCard(title='PAP MPs addressed concerns of Singaporeans during Budget debate', url='https://www.pap.org.sg/news/pap-mps-addressed-concerns-of-singaporeans-during-budget-debate/', description='Guided by the principle of not leaving anyone behind in our progress, our Members of Parliament raised the concerns of...', thumbnailUrl='https://pbs.twimg.com/card_img/1630645937684226052/NfA-_Y2X?format=jpg&name=orig', siteUser=User(username='PAPSingapore', id=59419156, displayname='PAP Singapore', rawDescription=""Published by and at the direction of the People's Action Party, 57B New Upper Changi Road, #01-1402, Singapore 463057\n\nTelegram: https://t.co/9OvLT7JZpr"", renderedDescription=""Published by and at the direction of the People's Action Party, 57B New Upper Changi Road, #01-1402, Singapore 463057\n\nTelegram: t.me/papsingapore"", descriptionLinks=[TextLink(text='t.me/papsingapore', url='http://t.me/papsingapore', tcourl='https://t.co/9OvLT7JZpr', indices=(129, 152))], verified=True, created=datetime.datetime(2009, 7, 23, 10, 19, 2, tzinfo=datetime.timezone.utc), followersCount=85567, friendsCount=158, statusesCount=5646, favouritesCount=883, listedCount=356, mediaCount=1507, location='Singapore', protected=False, link=TextLink(text='bit.ly/pap_link_up', url='http://bit.ly/pap_link_up', tcourl='https://t.co/TGbSRr2vVW', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/854734399249592320/85An3CIZ_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/59419156/1593227524', label=None), creatorUser=User(username='PAPSingapore', id=59419156, displayname='PAP Singapore', rawDescription=""Published by and at the direction of the People's Action Party, 57B New Upper Changi Road, #01-1402, Singapore 463057\n\nTelegram: https://t.co/9OvLT7JZpr"", renderedDescription=""Published by and at the direction of the People's Action Party, 57B New Upper Changi Road, #01-1402, Singapore 463057\n\nTelegram: t.me/papsingapore"", descriptionLinks=[TextLink(text='t.me/papsingapore', url='http://t.me/papsingapore', tcourl='https://t.co/9OvLT7JZpr', indices=(129, 152))], verified=True, created=datetime.datetime(2009, 7, 23, 10, 19, 2, tzinfo=datetime.timezone.utc), followersCount=85567, friendsCount=158, statusesCount=5646, favouritesCount=883, listedCount=356, mediaCount=1507, location='Singapore', protected=False, link=TextLink(text='bit.ly/pap_link_up', url='http://bit.ly/pap_link_up', tcourl='https://t.co/TGbSRr2vVW', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/854734399249592320/85An3CIZ_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/59419156/1593227524', label=None))",,
5,https://twitter.com/PAPSingapore/status/1355125446426288129,2021-01-29 12:07:38+00:00,"We hear you.

Our PAP MPs have filed a motion to accelerate and deepen efforts to combat climate change. 

They will be speaking in Parliament on 1st February 2021.

Tune in to the livestream on MCI's YouTube channel.

More at https://t.co/bpZ7bOgPb4

#PAP4Sustainablity #GreenSG","We hear you.

Our PAP MPs have filed a motion to accelerate and deepen efforts to combat climate change. 

They will be speaking in Parliament on 1st February 2021.

Tune in to the livestream on MCI's YouTube channel.

More at tiny.cc/reibtz

#PAP4Sustainablity #GreenSG",1355125446426288129,https://twitter.com/PAPSingapore,38,3,28,2,1355125446426288129,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"[TextLink(text='tiny.cc/reibtz', url='http://tiny.cc/reibtz', tcourl='https://t.co/bpZ7bOgPb4', indices=(227, 250))]",,,,,,,,,"['PAP4Sustainablity', 'GreenSG']",,,,
6,https://twitter.com/PAPSingapore/status/1344494874528157697,2020-12-31 04:05:32+00:00,"As we step into the new year, we renew our commitment to ensure that no one gets left behind as we navigate this new normal for us all.

Wishing all a Happy New Year 🥳

#PAP4SG #TeamPAP

👉 https://t.co/OwSjn0Mwid https://t.co/xj1G6OclN8","As we step into the new year, we renew our commitment to ensure that no one gets left behind as we navigate this new normal for us all.

Wishing all a Happy New Year 🥳

#PAP4SG #TeamPAP

👉 instagram.com/p/CJcevSErpNh https://t.co/xj1G6OclN8",1344494874528157697,https://twitter.com/PAPSingapore,33,0,42,0,1344494874528157697,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"[TextLink(text='instagram.com/p/CJcevSErpNh', url='https://www.instagram.com/p/CJcevSErpNh', tcourl='https://t.co/OwSjn0Mwid', indices=(189, 212))]","[Photo(previewUrl='https://pbs.twimg.com/media/Eqia9lBVkAAsshJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eqia9lBVkAAsshJ?format=jpg&name=orig', altText=None)]",,,,,,,,"['PAP4SG', 'TeamPAP']",,,,
7,https://twitter.com/PAPSingapore/status/1316655811955892224,2020-10-15 08:23:02+00:00,"Helping workers is part of the DNA of PAP, the government and the labour movement. 

SMS Koh Poh Koon spoke in Parliament on the direction for the new tripartite workgroup on lower-wage workers. https://t.co/i1NkyLOCjm","Helping workers is part of the DNA of PAP, the government and the labour movement. 

SMS Koh Poh Koon spoke in Parliament on the direction for the new tripartite workgroup on lower-wage workers. https://t.co/i1NkyLOCjm",1316655811955892224,https://twitter.com/PAPSingapore,5,3,21,1,1316655811955892224,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,"[Photo(previewUrl='https://pbs.twimg.com/media/EkWxxRuVcAAF0qD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EkWxxRuVcAAF0qD?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/EkWxxRuUwAMu3Lh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EkWxxRuUwAMu3Lh?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/EkWxxSjUwAAQQG2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EkWxxSjUwAAQQG2?format=jpg&name=orig', altText=None)]",,,,,,,,,,,,
8,https://twitter.com/PAPSingapore/status/1301095423226986498,2020-09-02 09:51:36+00:00,"PM @leehsienloong spoke about the fight against COVID-19, the future of our economy and employment landscape, and the sort of politics he wishes to see.

Read more at: https://t.co/CmB4XWeAfS https://t.co/Y4I8Hq6Z8d","PM @leehsienloong spoke about the fight against COVID-19, the future of our economy and employment landscape, and the sort of politics he wishes to see.

Read more at: tiny.cc/dnarsz https://t.co/Y4I8Hq6Z8d",1301095423226986498,https://twitter.com/PAPSingapore,3,2,18,0,1301095423226986498,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"[TextLink(text='tiny.cc/dnarsz', url='http://tiny.cc/dnarsz', tcourl='https://t.co/CmB4XWeAfS', indices=(168, 191))]","[Photo(previewUrl='https://pbs.twimg.com/media/Eg5rYsXU4AAPmPi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eg5rYsXU4AAPmPi?format=jpg&name=orig', altText=None)]",,,,,"[User(username='leehsienloong', id=34568673, displayname='leehsienloong', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,,
9,https://twitter.com/PAPSingapore/status/1297845954582724608,2020-08-24 10:39:23+00:00,"The 14th Parliament is swearing in this evening, follow us on our Instagram stories for more!

See you there!

https://t.co/XbY78YDGlJ","The 14th Parliament is swearing in this evening, follow us on our Instagram stories for more!

See you there!

instagram.com/papsingapore",1297845954582724608,https://twitter.com/PAPSingapore,1,2,11,0,1297845954582724608,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"[TextLink(text='instagram.com/papsingapore', url='https://instagram.com/papsingapore', tcourl='https://t.co/XbY78YDGlJ', indices=(111, 134))]",,,,,,,,,,,,,
